id,id_cliente,id_produto,data_venda,qtd,total
2286,27,105,2023-08-24,2,588.05
2287,34,100,2023-10-12,15,1569004.0
2288,28,108,2023-07-22,4,13382.0
2289,45,104,2024-12-28,1,3527.35
2290,44,83,2024-09-28,8,1024509.45
2291,48,6,2023-02-12,5,59101.0
2292,44,2,2023-08-24,12,167978.0
2293,7,103,2023-10-30,13,22096.05
2294,15,123,2023-10-30,5,13885.0
2295,1,14,2024-07-16,11,374225.9
2296,25,26,2023-08-21,6,103699.0
2297,22,90,2024-01-21,12,901709.6
2298,26,128,2024-05-12,10,44181.65
2299,40,42,2024-05-31,3,17080.05
2300,30,95,2023-01-01,9,596858.4
2301,13,142,2023-06-14,9,7066.1
2302,15,56,2023-10-12,3,128966.0
2303,30,5,2023-03-07,12,269826.6
2304,3,32,2024-04-12,12,142528.5
2305,44,51,2023-12-21,9,548559.45
2306,7,11,2024-07-10,1,36232.0
2307,20,118,2024-10-05,5,20497.2
2308,9,71,2023-04-13,2,260348.0
2309,26,23,2024-01-07,13,138055.9
2310,34,114,2023-05-17,3,2398.0
2311,10,14,2024-10-21,6,214866.0
2312,36,139,2024-01-19,12,17099.0
2313,17,146,2024-01-22,7,3472.0
2314,45,49,2024-07-10,4,50404.15
2315,18,38,2023-07-21,3,75413.85
2316,12,29,2023-05-18,11,401614.0
2317,20,107,2024-08-01,15,22701.0
2318,25,73,2023-05-19,9,1288439.0
2319,3,38,2023-10-26,10,251380.45
2320,41,138,2023-07-10,7,27816.95
2321,24,9,2024-05-09,3,113160.2
2322,29,147,2023-01-31,6,18180.0
2323,32,35,2024-01-09,2,20910.45
2324,43,18,2024-01-22,15,378657.65
2325,38,116,2024-11-18,1,2447.2
2326,19,111,2024-12-05,11,44781.1
2327,17,81,2024-03-26,5,580204.9
2328,19,30,2024-11-10,6,193487.0
2329,31,135,2023-10-05,15,24668.0
2330,37,78,2024-05-23,5,608808.0
2331,12,49,2023-06-15,6,75606.7
2332,33,109,2024-09-17,12,7472.0
2333,3,18,2023-01-05,6,159435.0
2335,8,76,2024-02-01,7,985518.6
2336,4,5,2023-10-22,15,355035.0
2337,20,81,2023-10-24,1,122148.0
2338,41,96,2024-12-26,1,67089.95
2339,9,5,2024-06-01,8,189352.0
2340,13,109,2023-09-20,11,6507.5
2341,9,128,2023-05-18,15,69761.0
2342,34,30,2023-02-18,10,322479.0
2343,42,126,2024-05-01,4,10172.6
2344,48,41,2023-04-23,5,50350.0
2345,17,32,2024-12-11,1,12502.0
2346,2,30,2023-07-08,11,354727.0
2347,39,128,2024-03-04,1,4651.0
2348,5,18,2024-09-09,12,302925.55
2349,13,42,2023-06-14,1,5993.0
2350,34,85,2023-10-22,13,476446.85
2351,26,24,2023-05-13,3,69697.0
2352,27,73,2023-06-29,1,136002.0
2353,2,68,2024-08-15,13,826178.9
2354,3,31,2023-09-30,6,49699.0
2355,4,150,2023-12-17,5,7816.6
2356,47,34,2023-06-25,3,14015.35
2357,33,131,2023-09-28,12,11563.0
2358,34,67,2024-08-03,9,733495.95
2359,31,69,2023-02-17,12,543180.0
2360,9,58,2023-04-16,6,652948.0
2361,13,29,2024-08-26,4,146041.0
2362,33,12,2024-07-09,5,13631.0
2363,27,61,2023-03-11,4,112075.0
2364,49,63,2024-07-16,1,132960.1
2365,22,115,2024-09-16,3,2367.4
2366,27,108,2024-07-19,6,20073.0
2367,19,149,2023-12-24,9,9949.35
2368,23,58,2024-09-02,2,206766.55
2369,26,60,2023-11-05,8,826508.55
2370,30,113,2024-05-15,7,29226.75
2371,1,144,2024-12-02,7,14724.05
2372,20,69,2024-08-30,2,90530.0
2374,11,122,2023-03-17,5,6612.0
2375,49,116,2024-05-31,14,34254.15
2376,41,112,2023-07-11,9,18647.55
2377,30,6,2024-04-20,5,56145.95
2378,31,114,2023-12-25,14,11190.0
2379,39,7,2023-10-23,10,195188.0
2380,5,47,2024-05-23,10,61230.0
2381,23,41,2023-11-11,3,30210.0
2382,36,88,2023-07-19,1,45919.2
2383,26,102,2023-07-23,9,7488.0
2384,43,42,2023-04-07,6,35957.0
2385,21,43,2024-06-22,14,491356.0
2386,15,97,2024-07-14,13,1671388.2
2387,47,141,2024-02-06,4,19127.0
2388,41,41,2023-11-13,15,151050.0
2389,17,145,2024-02-21,1,4132.5
2390,45,43,2024-12-19,12,400103.9
2391,1,142,2023-03-19,4,3306.0
2392,14,63,2024-12-26,13,1819450.0
2393,22,54,2024-03-22,14,1701487.0
2394,19,11,2024-09-11,11,398551.0
2395,14,49,2023-01-24,12,159171.0
2396,34,45,2023-06-23,13,128748.0
2397,19,112,2024-05-07,3,6543.0
2398,2,46,2024-07-10,9,42611.3
2399,41,36,2023-12-07,11,248615.0
2400,39,2,2024-12-05,10,132982.9
2401,37,148,2023-09-05,9,43070.0
2402,35,45,2023-10-11,10,94085.15
2403,21,131,2024-09-05,8,7323.55
2404,3,123,2024-08-29,8,22217.0
2405,42,57,2024-10-03,15,1692766.05
2406,45,111,2024-02-22,2,8141.5
2407,48,66,2024-07-22,10,119430.2
2408,41,7,2024-01-06,1,19519.0
2409,16,16,2023-06-08,15,427585.5
2410,44,125,2023-04-16,5,17010.0
2411,31,16,2023-11-11,10,285057.0
2412,47,84,2024-04-21,3,123758.4
2413,31,134,2023-09-04,1,4482.1
2414,42,45,2024-12-11,12,118845.0
2415,39,119,2024-03-17,3,9767.0
2416,9,119,2023-08-31,14,45581.0
2417,24,110,2023-02-24,7,17469.0
2418,18,102,2024-03-18,9,7113.6
2419,40,22,2023-01-31,10,374802.55
2420,16,7,2023-07-04,7,136631.0
2421,35,97,2023-09-02,7,947345.0
2422,49,19,2024-11-11,7,115026.0
2423,14,22,2023-06-04,13,512887.0
2424,49,25,2024-03-28,10,121265.0
2425,43,133,2024-07-25,3,5678.0
2426,42,120,2024-06-23,11,32650.55
2427,33,100,2023-04-25,3,298110.95
2428,21,126,2024-01-29,15,40156.0
2429,39,33,2023-11-23,6,40295.0
2431,9,62,2024-08-25,8,817776.0
2432,12,49,2024-03-02,13,163813.25
2433,35,116,2023-11-23,9,23180.0
2434,11,5,2024-09-18,5,112427.75
2435,32,122,2024-05-20,5,6612.0
2436,39,90,2024-11-16,8,632779.0
2437,26,7,2023-09-27,6,111257.35
2438,11,8,2023-01-13,12,59810.0
2439,21,115,2023-08-29,6,4734.8
2440,34,125,2023-04-18,11,35551.85
2441,20,16,2023-09-25,1,28505.7
2442,45,15,2023-07-22,14,371067.15
2443,24,106,2023-05-12,11,48234.0
2444,49,147,2023-08-19,2,5757.0
2445,49,92,2023-03-02,13,1097347.85
2446,7,96,2024-09-05,11,776829.0
2447,15,129,2024-11-24,3,9309.05
2448,36,59,2023-03-15,6,496847.15
2449,45,22,2023-11-27,13,512887.0
2450,30,16,2023-04-26,6,180036.0
2451,5,33,2023-10-10,15,95700.15
2452,40,110,2024-06-18,8,19964.0
2453,5,46,2024-02-21,13,61549.55
2455,35,111,2024-08-12,13,52922.6
2456,34,31,2023-07-03,1,7868.85
2457,33,27,2024-02-06,3,47057.3
2458,42,115,2023-08-29,7,5523.3
2459,35,64,2023-05-18,8,847441.8
2460,19,3,2024-08-02,13,111448.3
2461,26,44,2023-01-19,3,32421.0
2462,8,106,2024-04-08,5,20827.8
2463,26,131,2023-03-13,11,10599.0
2464,42,99,2023-02-23,6,611420.0
2465,9,10,2023-05-17,3,91294.05
2466,44,126,2023-09-17,2,5086.3
2467,13,64,2024-09-09,8,847441.8
2468,32,39,2024-08-17,4,118531.0
2469,24,142,2024-12-19,8,6280.45
2470,47,44,2023-04-14,7,75648.0
2471,9,81,2023-02-25,13,1587930.0
2472,36,21,2024-03-16,11,96080.0
2473,42,29,2023-07-18,11,381533.3
2474,8,9,2024-06-17,9,339482.5
2475,48,52,2023-05-18,1,13018.8
2476,25,126,2023-02-01,10,25432.45
2477,35,18,2023-10-07,4,106290.0
2478,37,68,2023-05-12,9,602074.0
2479,5,78,2024-12-29,4,487046.0
2480,5,53,2024-05-30,9,458921.25
2481,3,31,2024-07-22,5,41416.0
2482,8,98,2023-02-28,9,714250.0
2483,25,9,2023-01-08,11,414922.0
2484,26,136,2024-01-17,13,24373.2
2485,26,69,2023-04-13,11,473019.25
2486,14,23,2023-04-02,1,11179.0
2487,48,11,2024-01-18,2,72464.0
2488,29,72,2024-02-17,4,398659.0
2489,49,85,2023-12-06,6,231472.0
2490,11,60,2023-05-13,11,1136448.9
2491,22,60,2023-08-29,1,108751.0
2492,29,35,2023-01-24,1,11006.0
2493,22,78,2023-11-17,8,974092.0
2494,24,74,2024-09-10,13,1068997.95
2495,19,109,2023-11-01,8,4982.0
2496,46,46,2024-07-14,6,28407.85
2497,12,57,2023-05-05,6,712743.0
2498,17,47,2023-03-19,4,23267.4
2499,12,143,2023-04-10,13,57674.0
2500,20,86,2024-05-18,2,187046.0
2501,45,131,2024-06-04,5,4577.1
2502,2,16,2024-06-13,15,427585.5
2503,18,91,2023-02-20,6,809316.0
2504,39,64,2024-07-01,3,317791.15
2505,16,37,2023-09-08,9,54609.0
2506,8,142,2024-02-20,7,5785.0
2507,21,142,2023-08-21,7,5495.75
2508,18,73,2024-11-22,6,816012.0
2509,12,34,2024-06-17,15,70074.85
2510,40,24,2023-11-18,4,88282.55
2511,7,123,2024-11-24,1,2777.0
2512,36,131,2024-04-26,1,915.8
2513,8,82,2023-02-01,3,147156.9
2514,11,13,2024-03-18,12,88316.75
2515,23,133,2024-09-26,5,8990.8
2516,4,101,2023-04-07,2,927.0
2517,10,10,2023-02-11,3,96099.0
2518,36,134,2023-06-08,9,40335.1
2519,45,135,2023-07-08,11,17185.5
2520,4,88,2024-02-10,10,483365.0
2521,1,110,2023-07-28,14,33190.15
2522,42,139,2024-02-26,13,17596.85
2523,1,70,2023-10-27,9,293739.05
2524,1,89,2023-07-09,5,393390.0
2525,46,55,2024-09-11,8,835903.1
2526,42,21,2024-11-30,15,124467.1
2527,9,142,2024-02-24,7,5785.0
2528,5,132,2024-06-18,15,23445.0
2529,10,82,2024-04-15,1,49052.3
2530,31,75,2023-03-07,9,294915.0
2531,48,104,2024-06-16,13,45855.55
2532,6,125,2023-09-10,3,9695.7
2533,13,18,2024-06-15,14,372014.0
2534,31,119,2024-01-20,9,29302.0
2535,12,69,2024-12-20,8,344014.0
2536,49,24,2023-07-06,13,302018.0
2537,23,136,2024-05-29,12,23682.0
2538,20,76,2023-03-14,2,296396.0
2539,31,17,2024-10-20,14,186715.85
2540,7,144,2024-04-17,5,11071.0
2541,10,101,2023-01-24,13,5722.8
2542,10,88,2024-01-25,2,91839.35
2543,22,116,2024-09-02,8,20604.0
2544,40,67,2024-02-29,13,1059495.1
2545,23,84,2023-06-28,2,86848.0
2546,49,125,2023-09-11,2,6463.8
2547,2,98,2024-03-08,14,1111056.0
2548,2,124,2024-10-28,9,33929.0
2549,44,17,2024-05-18,1,13337.05
2550,20,149,2024-05-11,11,12800.0
2551,4,127,2023-09-02,11,17043.0
2552,8,16,2024-03-01,2,57011.4
2553,24,150,2024-10-06,1,1646.0
2554,10,145,2024-06-29,4,17399.0
2555,17,58,2023-07-06,9,979421.0
2556,14,89,2024-08-30,4,298976.4
2557,45,47,2023-01-20,3,18369.0
2558,14,72,2024-04-22,2,189362.55
2559,47,86,2023-11-27,5,444235.2
2560,34,50,2023-09-10,1,10712.2
2561,36,55,2024-11-09,12,1253853.7
2562,14,84,2023-05-16,2,82505.6
2563,46,12,2023-04-11,9,23309.2
2564,29,42,2024-09-23,5,28465.8
2565,44,115,2024-06-18,2,1661.0
2566,46,132,2023-01-11,7,10941.0
2567,11,8,2024-10-28,10,49842.0
2568,25,133,2024-06-11,6,11356.0
2569,25,42,2023-09-09,10,56931.6
2570,32,3,2024-01-19,8,72194.0
2571,19,32,2024-06-29,7,87517.0
2572,3,2,2024-01-21,13,181976.0
2573,22,133,2024-06-28,13,24605.0
2574,4,92,2024-06-14,4,355416.0
2575,48,128,2023-07-22,7,32555.0
2576,14,62,2023-11-19,4,388443.6
2577,36,6,2023-12-12,7,82741.0
2578,36,20,2024-09-01,2,61667.0
2579,10,9,2023-06-19,12,452642.7
2580,14,141,2023-12-22,5,22713.55
2581,29,116,2023-10-02,4,10302.0
2582,35,132,2024-10-15,1,1484.85
2583,44,91,2023-07-02,2,256283.4
2584,48,58,2023-07-24,12,1305895.0
2585,36,65,2023-07-26,10,255577.0
2586,46,24,2023-05-03,12,278786.0
2587,20,105,2024-08-15,11,3405.0
2588,3,92,2023-07-26,10,844113.95
2589,7,88,2023-04-07,4,183678.7
2590,47,143,2023-02-14,15,66546.0
2591,26,74,2023-05-03,8,657844.6
2592,10,106,2023-12-23,8,33325.05
2593,4,109,2024-10-10,10,6227.0
2594,3,147,2024-06-15,1,3030.0
2595,45,69,2024-05-15,5,215008.75
2596,36,90,2024-01-24,12,949168.0
2597,3,72,2023-04-20,10,996646.0
2598,21,116,2024-12-04,10,24467.25
2599,35,6,2023-10-28,5,56145.95
2600,25,137,2023-07-01,14,47397.0
2601,32,110,2024-01-12,1,2371.2
2602,35,115,2023-01-02,8,6312.75
2603,7,61,2023-11-27,6,168112.0
2604,47,113,2024-10-07,3,13185.0
2605,2,123,2024-03-19,5,13190.75
2606,7,100,2023-05-22,12,1192442.85
2607,4,63,2023-10-02,2,279915.0
2608,11,93,2024-09-08,9,904293.0
2609,47,16,2023-07-03,12,360072.0
2610,6,89,2024-09-17,11,822186.05
2611,23,47,2023-11-05,15,87251.8
2612,35,12,2024-04-18,14,36258.65
2613,42,87,2024-05-17,12,802319.0
2614,27,34,2024-02-18,8,37373.0
2615,19,138,2024-03-01,6,25098.0
2616,30,3,2024-07-07,4,36097.0
2617,21,58,2023-08-16,4,435298.0
2618,42,107,2023-11-01,12,17252.95
2619,10,135,2023-01-04,5,8223.0
2620,38,16,2023-02-23,3,90018.0
2621,6,128,2024-12-21,9,39763.2
2622,27,116,2023-03-01,11,26914.45
2623,46,54,2024-04-21,7,808206.8
2624,19,49,2024-08-01,2,25201.6
2625,34,35,2024-06-11,4,44022.0
2626,45,50,2023-03-05,10,112760.0
2627,23,27,2023-04-05,6,99069.0
2628,10,109,2023-12-03,10,6227.0
2629,42,146,2024-05-15,4,1884.8
2630,42,43,2023-05-18,15,526453.0
2631,17,10,2024-07-16,13,416430.0
2632,24,135,2023-10-22,5,8223.0
2633,19,94,2024-08-01,14,541986.4
2634,35,47,2024-10-16,3,17450.55
2635,21,148,2024-12-22,13,62212.0
2636,15,78,2023-02-25,5,578367.6
2637,5,99,2023-06-17,8,858133.0
2638,2,9,2024-12-31,6,226321.35
2639,20,40,2024-10-05,1,13474.8
2640,43,113,2023-10-11,6,25051.5
2641,4,87,2024-12-26,6,381101.05
2642,36,49,2024-09-28,8,106114.0
2643,11,107,2023-01-08,6,9080.0
2644,32,75,2023-05-13,3,93389.75
2645,25,89,2024-10-10,1,78678.0
2646,42,83,2023-08-21,6,768381.85
2647,7,69,2024-04-02,12,516021.0
2648,39,42,2023-05-05,8,45545.85
2649,9,26,2024-07-19,7,114932.9
2650,42,70,2024-08-06,10,326376.3
2651,21,74,2024-03-31,10,822306.7
2652,18,81,2024-05-16,15,1740615.65
2653,25,83,2024-08-28,13,1664827.5
2654,42,3,2024-01-14,13,111448.3
2655,44,87,2024-07-01,12,762203.05
2656,49,72,2023-02-08,1,94681.75
2657,15,109,2024-12-20,13,7690.25
2658,14,73,2024-07-14,6,858960.0
2659,37,126,2024-02-06,14,35605.05
2660,9,35,2023-11-10,4,44022.0
2661,39,105,2023-10-27,10,3095.0
2662,25,119,2024-07-04,11,35814.0
2663,2,93,2023-08-08,6,602862.0
2664,31,117,2023-01-24,11,42876.35
2665,29,72,2023-08-16,14,1395305.0
2666,16,15,2024-09-30,3,83699.0
2667,47,20,2023-10-25,15,462502.0
2668,23,59,2023-12-20,11,958828.0
2669,19,93,2024-06-15,1,100477.0
2670,1,62,2023-08-30,1,97110.9
2671,25,131,2024-07-14,10,9636.0
2672,28,113,2024-07-01,14,61529.0
2673,15,139,2023-03-16,7,9475.3
2674,4,39,2023-11-03,9,253360.25
2675,49,85,2023-08-12,6,219898.4
2676,6,69,2023-01-21,2,86003.5
2677,4,104,2024-08-16,1,3527.35
2678,16,50,2024-10-25,12,128546.4
2679,25,29,2024-10-10,12,416217.8
2680,15,92,2024-09-18,7,590880.05
2681,38,36,2024-09-25,9,193242.35
2682,6,127,2023-06-14,12,18592.0
2683,48,102,2023-10-25,4,3161.6
2684,39,105,2024-05-29,6,1764.15
2685,36,33,2024-02-24,15,100737.0
2686,49,108,2023-01-05,7,23419.0
2687,22,52,2024-09-25,12,156226.55
2688,1,4,2023-10-31,1,3212.9
2689,39,128,2024-05-13,12,55809.0
2690,48,5,2024-02-03,3,67456.65
2691,6,103,2024-10-20,2,3399.1
2692,5,90,2024-02-14,6,450854.8
2693,26,82,2023-08-20,15,774511.0
2694,42,56,2023-03-06,3,128966.0
2695,35,107,2024-12-26,11,16647.0
2696,13,75,2023-02-03,5,155649.9
2697,44,70,2023-04-17,14,456927.2
2698,37,2,2024-12-18,7,93087.65
2699,13,41,2024-11-07,12,127200.0
2700,6,71,2023-03-10,3,370995.9
2701,26,48,2023-12-06,7,103154.0
2702,2,86,2023-02-28,14,1309324.0
2703,3,93,2023-01-20,8,763625.2
2704,36,71,2023-05-14,7,911218.0
2705,41,110,2023-05-07,9,22460.0
2706,18,150,2023-07-11,7,10944.0
2707,9,25,2023-01-11,13,149761.8
2708,4,25,2023-12-05,7,84885.0
2709,24,110,2023-04-18,3,7112.65
2710,14,136,2023-12-22,3,5920.0
2711,5,29,2023-03-27,10,346847.85
2712,3,1,2023-11-21,3,94399.6
2713,39,13,2024-04-25,14,103036.05
2714,41,150,2023-02-17,9,14070.45
2716,32,8,2023-11-17,13,64794.0
2718,6,109,2023-07-31,8,4982.0
2719,24,128,2023-11-22,8,35345.7
2720,18,92,2023-05-16,10,844113.95
2721,32,54,2024-10-01,10,1215348.0
2722,39,71,2023-03-03,10,1236653.95
2723,5,108,2024-10-28,15,50183.0
2724,34,137,2023-12-19,5,16080.65
2725,24,65,2024-05-26,1,25558.0
2726,6,81,2024-07-01,3,348122.75
2727,31,10,2024-02-07,4,128132.0
2728,10,89,2024-10-17,13,1022815.0
2729,45,105,2023-06-01,10,3095.0
2730,13,98,2024-07-05,2,150785.9
2731,10,54,2024-08-23,3,346373.8
2732,19,136,2024-02-23,8,14998.6
2733,22,94,2023-11-28,3,116140.35
2735,40,39,2023-08-04,3,88898.0
2736,21,35,2024-01-17,4,44022.0
2737,22,82,2024-01-10,10,516340.0
2738,48,140,2024-09-14,13,38712.5
2739,24,98,2023-04-07,4,301572.75
2740,33,107,2024-05-13,13,18690.3
2741,44,22,2023-04-24,3,118359.0
2742,25,13,2024-01-31,6,46483.0
2743,40,130,2024-09-30,4,16576.0
2744,26,73,2024-09-02,13,1768025.05
2745,30,5,2023-08-20,15,337283.25
2746,32,22,2024-01-21,13,487242.65
2747,23,33,2024-09-12,11,73873.0
2748,5,58,2023-11-25,3,310150.3
2749,25,135,2023-05-01,5,8223.0
2750,37,127,2023-01-17,2,2944.05
2751,4,112,2023-09-08,15,31078.3
2752,13,104,2023-06-21,1,3713.0
2753,33,78,2023-03-14,5,578367.6
2754,1,121,2023-04-14,2,7019.55
2755,7,124,2023-07-19,9,32232.55
2756,6,35,2023-12-26,4,41820.9
2757,28,98,2024-01-23,9,714250.0
2758,5,101,2023-09-27,15,6951.0
2759,8,28,2024-10-17,10,142586.0
2760,48,110,2024-03-13,9,22460.0
2761,6,35,2023-10-05,4,41820.9
2762,36,90,2023-06-21,6,450854.8
2763,17,40,2023-08-06,11,156024.0
2764,5,131,2023-09-22,8,7323.55
2765,31,35,2024-02-29,15,156828.85
2766,40,80,2024-10-25,15,1938358.0
2767,23,70,2023-06-13,11,359014.5
2768,7,62,2024-09-30,9,873998.1
2769,24,144,2023-09-06,9,19927.0
2770,20,139,2024-09-11,13,17596.85
2771,13,89,2023-04-21,15,1121162.45
2772,19,85,2024-03-22,10,385787.0
2773,4,127,2023-09-15,14,21691.0
2774,30,49,2024-05-18,7,88207.5
2775,47,79,2023-04-18,12,793762.0
2776,4,27,2024-06-05,8,125487.4
2777,21,104,2024-08-01,1,3713.0
2778,42,114,2024-10-30,10,7993.0
2779,38,30,2023-09-12,9,290231.0
2780,42,98,2024-08-02,8,634889.0
2781,9,62,2024-06-28,10,1022220.0
2782,35,65,2024-01-08,2,51115.0
2783,42,69,2023-05-25,6,271590.0
2784,14,105,2023-08-16,10,3095.0
2785,43,131,2024-09-01,2,1830.65
2786,31,32,2023-10-14,2,25005.0
2787,28,44,2024-01-08,2,21614.0
2788,6,96,2024-09-12,12,847450.0
2789,40,54,2024-01-21,11,1270038.85
2790,2,135,2023-02-25,1,1645.0
2791,5,50,2024-01-19,4,42848.8
2792,1,81,2024-01-25,13,1508533.5
2793,11,32,2023-11-04,13,154405.4
2794,9,139,2023-04-25,3,4061.25
2795,28,8,2024-06-26,1,4734.8
2796,6,11,2024-08-31,13,471015.0
2797,42,146,2023-08-31,13,6125.6
2798,8,23,2024-07-06,5,55893.0
2799,33,52,2024-03-23,1,13018.8
2800,37,126,2024-08-16,5,12715.75
2801,48,101,2024-08-24,8,3521.65
2802,31,133,2023-08-18,8,14384.9
2803,39,122,2024-08-22,1,1255.9
2804,6,93,2023-12-07,4,401908.0
2805,15,93,2024-04-18,8,803816.0
2806,44,20,2024-02-12,7,205042.3
2807,25,67,2024-01-18,15,1222494.2
2808,2,97,2024-09-07,5,642841.25
2809,12,36,2023-05-29,2,42942.85
2810,45,94,2023-11-13,13,529761.0
2811,8,41,2024-10-31,4,40280.0
2812,31,44,2024-11-11,11,112931.25
2813,46,26,2023-06-26,14,229866.75
2814,8,135,2024-07-03,8,12498.2
2815,27,137,2023-04-22,14,45027.15
2816,2,63,2024-02-27,13,1728477.5
2817,27,40,2023-01-26,12,161697.6
2818,23,30,2023-09-24,4,128991.0
2819,3,12,2024-08-13,4,10905.0
2820,12,1,2023-04-27,13,409063.35
2821,34,128,2024-09-22,2,8835.95
2822,48,133,2023-04-04,1,1893.0
2823,31,40,2024-05-17,10,134748.0
2824,11,78,2024-05-30,9,1041061.3
2825,12,150,2024-06-01,2,3291.0
2826,31,40,2024-10-24,13,175173.35
2827,45,13,2023-02-07,6,44158.85
2828,8,30,2023-08-16,2,64496.0
2829,33,52,2024-06-01,9,123337.0
2830,7,89,2023-07-09,2,149488.2
2831,48,82,2024-11-28,15,774511.0
2832,24,65,2023-07-10,5,127788.0
2833,12,19,2023-07-15,13,213621.0
2834,14,36,2023-09-10,8,171770.45
2835,47,35,2023-12-31,13,143072.0
2836,28,149,2023-04-12,5,5527.1
2837,10,148,2024-02-26,4,19142.0
2838,36,18,2023-12-11,9,239152.0
2839,49,21,2024-05-30,14,122284.0
2840,45,3,2023-01-05,8,72194.0
2841,48,111,2023-02-28,14,56993.35
2842,41,135,2024-01-20,14,23023.0
2843,13,26,2023-11-13,15,259248.0
2844,34,21,2024-10-23,1,8298.25
2845,43,90,2023-10-27,7,553681.0
2846,16,26,2024-03-10,4,65676.35
2847,39,143,2023-07-24,2,8429.35
2848,16,138,2024-04-29,10,39738.5
2849,29,17,2023-02-04,11,154427.0
2850,37,103,2023-01-20,4,7157.0
2851,28,127,2024-11-21,7,10302.75
2852,27,37,2023-06-13,14,84948.0
2853,35,123,2024-10-04,4,11108.0
2854,20,109,2023-02-17,11,6850.0
2855,36,102,2024-11-14,11,9152.0
2856,19,41,2024-05-16,2,21200.0
2857,24,23,2023-06-07,3,33536.0
2858,38,86,2024-04-22,10,935231.0
2859,24,8,2023-08-16,9,42614.15
2860,1,37,2023-02-03,11,63407.75
2861,16,115,2023-01-06,15,12459.0
2862,14,100,2023-07-15,12,1192442.85
2863,43,18,2024-01-07,5,132862.0
2864,27,20,2024-02-05,6,175750.95
2865,19,147,2023-12-01,15,43178.45
2866,45,13,2023-03-17,12,88316.75
2867,46,116,2023-04-10,10,24467.25
2868,42,64,2024-11-06,6,669033.0
2869,4,110,2024-08-31,7,16595.55
2870,26,62,2023-12-12,15,1533330.0
2871,8,107,2024-04-11,13,19674.0
2872,39,37,2023-02-07,9,51878.55
2873,28,49,2024-08-11,10,132642.0
2874,33,75,2024-03-09,14,435819.15
2875,1,52,2023-09-26,15,205562.0
2876,28,52,2024-07-24,1,13704.0
2877,26,29,2023-10-17,7,255572.0
2878,23,20,2023-02-08,8,234334.6
2879,5,115,2024-09-17,8,6312.75
2880,16,122,2023-03-28,15,18845.15
2881,18,133,2023-04-10,11,20820.0
2882,30,12,2024-06-19,4,10359.75
2883,31,65,2023-01-11,14,357808.0
2884,18,82,2024-01-12,13,671243.0
2885,40,83,2024-06-30,5,640318.05
2886,21,147,2024-01-08,6,18180.0
2887,20,61,2023-12-30,9,239559.6
2888,24,122,2023-01-11,8,10051.0
2889,30,80,2024-04-30,12,1473151.7
2890,27,106,2024-01-13,4,17539.0
2891,38,89,2024-09-14,14,1046418.35
2892,1,22,2023-06-12,7,262361.5
2893,49,99,2024-04-28,2,203806.35
2894,3,127,2024-01-15,1,1549.0
2895,19,45,2023-04-26,12,118845.0
2896,35,29,2023-10-27,11,401614.0
2897,17,47,2023-12-20,1,6123.0
2898,45,111,2023-05-03,4,17141.0
2899,10,85,2023-05-14,9,347208.0
2900,38,144,2023-05-10,10,22141.0
2901,19,78,2024-12-11,2,243523.0
2902,14,116,2023-04-01,2,5151.0
2903,22,42,2023-04-08,5,29964.0
2904,12,12,2023-12-15,6,16357.0
2905,6,84,2024-04-05,5,217119.0
2906,14,70,2024-05-16,2,68711.0
2907,13,134,2024-05-18,10,44817.2
2908,41,148,2023-01-17,12,54555.65
2909,16,61,2024-11-09,13,346029.9
2910,5,120,2023-01-13,8,23746.2
2911,6,7,2023-12-24,6,111257.35
2912,17,49,2023-06-29,5,63004.95
2913,36,25,2023-02-09,9,103681.1
2914,26,148,2024-01-02,3,13639.15
2915,24,68,2024-01-29,7,444866.0
2916,33,57,2023-01-29,3,338553.4
2917,34,7,2023-11-05,11,214706.0
2919,42,120,2024-03-26,9,28120.0
2920,19,50,2023-02-01,2,21424.4
2921,26,139,2024-08-24,12,16244.05
2922,41,94,2023-04-03,13,503272.95
2923,3,133,2024-06-09,4,7571.0
2924,8,51,2023-10-30,1,64159.0
2925,7,114,2023-08-23,12,9591.0
2926,14,69,2024-01-24,10,430017.5
2927,35,58,2024-04-30,9,930449.95
2928,20,65,2024-06-13,1,24280.1
2929,45,4,2023-03-02,14,47346.0
2930,48,109,2023-03-07,14,8282.1
2931,13,12,2024-02-10,5,12949.45
2932,9,41,2023-04-24,9,90630.0
2933,26,14,2024-08-18,8,286489.0
2934,7,127,2023-11-08,7,10302.75
2935,34,85,2023-03-03,4,154315.0
2936,32,130,2024-11-11,10,41441.0
2937,41,76,2024-01-30,14,1971036.25
2938,38,60,2024-01-03,14,1522515.0
2939,29,83,2024-01-11,1,128063.8
2940,5,10,2023-11-24,2,64066.0
2941,29,34,2024-11-08,4,18686.5
2942,5,136,2023-09-09,6,11841.0
2943,3,72,2024-06-21,10,996646.0
2944,45,54,2024-11-24,13,1579953.0
2945,4,56,2024-10-12,13,558854.0
2946,23,3,2024-12-03,9,77157.1
2947,18,7,2023-11-24,15,292782.0
2948,38,128,2024-01-30,12,53018.55
2949,41,38,2024-09-10,8,201104.55
2950,34,40,2023-11-10,5,70920.0
2951,15,115,2023-04-02,2,1661.0
2952,26,75,2023-02-08,14,458757.0
2953,45,26,2024-06-30,14,241965.0
2954,6,25,2024-04-29,9,103681.1
2955,20,130,2024-11-13,2,8288.0
2956,42,133,2023-09-18,8,14384.9
