id,id_cliente,id_produto,data_venda,qtd,total,produto,categoria_real,preco
2548,2,124,2024-10-28,9,33929.0,Corrente Delta Axis,ancoragem,376993.0
2549,44,17,2024-05-18,1,13337.05,Rádio Ais Oceanic Pulse,eletronicos,1403878.0
2550,20,149,2024-05-11,11,12800.0,Cabo De Nylon Bruce Core,ancoragem,116362.0
2551,4,127,2023-09-02,11,17043.0,Cabo De Nylon Delta Velocity Core Mako,ancoragem,154935.0
2552,8,16,2024-03-01,2,57011.4,Sonda Garmin Axis,eletronicos,3000599.0
2553,24,150,2024-10-06,1,1646.0,Cabo De Nylon Danforth Magnum Vox,ancoragem,164566.0
2554,10,145,2024-06-29,4,17399.0,Boia De Arqueamento Delta Nexus,ancoragem,434986.0
2555,17,58,2023-07-06,9,979421.0,Motor De Popa Tohatsu Ion Core Nautic 53Hp,propulsao,10882459.0
2556,14,89,2024-08-30,4,298976.4,Motor Elétrico Yamaha Orca Storm Zenith 11Hp,propulsao,7867805.0
2557,45,47,2023-01-20,3,18369.0,Rádio Simrad Tidal Aqua,eletronicos,612296.0
2558,14,72,2024-04-22,2,189362.55,Motor De Popa Volvo Hydro Dash 256Hp,propulsao,9966464.0
2559,47,86,2023-11-27,5,444235.2,Motor Diesel Volvo Helix Evo Force 144Hp,propulsao,9352313.0
2560,34,50,2023-09-10,1,10712.2,Piloto Automático Simrad Poseidon Magnum,eletronicos,1127599.0
2561,36,55,2024-11-09,12,1253853.7,Motor Diesel Volvo Flow Oceanic 259Hp,propulsao,1099872.0
2562,14,84,2023-05-16,2,82505.6,Motor De Popa Torqeedo Zenith Peak Thrust 212Hp,propulsao,4342388.0
2563,46,12,2023-04-11,9,23309.2,Gps Ais Drift Flux Vox,eletronicos,272618.0
2564,29,42,2024-09-23,5,28465.8,Transponder Lowrance Axis,eletronicos,599284.0
2565,44,115,2024-06-18,2,1661.0,Cabo De Nylon Delta Force Magnum Leviathan,ancoragem,83059.0
2566,46,132,2023-01-11,7,10941.0,Corrente Bruce Nautic Evo,ancoragem,156297.0
2567,11,8,2024-10-28,10,49842.0,Gps Ais Zen,eletronicos,498415.0
2568,25,133,2024-06-11,6,11356.0,Âncora Bruce Core Pulse,ancoragem,189272.0
2569,25,42,2023-09-09,10,56931.6,Transponder Lowrance Axis,eletronicos,599284.0
2570,32,3,2024-01-19,8,72194.0,Radar Furuno Pulse Leviathan,eletronicos,902419.0
2571,19,32,2024-06-29,7,87517.0,Sonda Ais Impulse Oceanic Zenith,eletronicos,1250246.0
2572,3,2,2024-01-21,13,181976.0,Transponder Furuno Marlin,eletronicos,1399815.0
2573,22,133,2024-06-28,13,24605.0,Âncora Bruce Core Pulse,ancoragem,189272.0
2574,4,92,2024-06-14,4,355416.0,Motor Elétrico Yamaha Nautic Kraken 133Hp,propulsao,888541.0
2575,48,128,2023-07-22,7,32555.0,Boia De Arqueamento Bruce Marlin Hydra,ancoragem,465072.0
2576,14,62,2023-11-19,4,388443.6,Motor Diesel Yanmar Velocity 37Hp,propulsao,10222197.0
2577,36,6,2023-12-12,7,82741.0,Transponder Ais Vector,eletronicos,1182021.0
2578,36,20,2024-09-01,2,61667.0,Radar Ais Marlin,eletronicos,3083344.0
2579,10,9,2023-06-19,12,452642.7,Transponder Ais Titan Pulse,eletronicos,397055.0
2580,14,141,2023-12-22,5,22713.55,Boia De Arqueamento Bruce Nexus Abyss,ancoragem,47818.0
2581,29,116,2023-10-02,4,10302.0,Cabo De Nylon Delta Velocity Oceanic Abyss,ancoragem,257552.0
2582,35,132,2024-10-15,1,1484.85,Corrente Bruce Nautic Evo,ancoragem,156297.0
2583,44,91,2023-07-02,2,256283.4,Motor Elétrico Tohatsu Zenith Oceanic 113Hp,propulsao,13488602.0
2584,48,58,2023-07-24,12,1305895.0,Motor De Popa Tohatsu Ion Core Nautic 53Hp,propulsao,10882459.0
2585,36,65,2023-07-26,10,255577.0,Motor De Popa Torqeedo Nautic Swift 223Hp,propulsao,255577.0
2586,46,24,2023-05-03,12,278786.0,Gps Ais Orca Marlin Velocity,eletronicos,2323218.0
2587,20,105,2024-08-15,11,3405.0,Cabo De Nylon Danforth Prime,ancoragem,30954.0
2588,3,92,2023-07-26,10,844113.95,Motor Elétrico Yamaha Nautic Kraken 133Hp,propulsao,888541.0
2589,7,88,2023-04-07,4,183678.7,Motor Diesel Tohatsu Kinetic Poseidon 113Hp,propulsao,4833649.0
2590,47,143,2023-02-14,15,66546.0,Âncora Delta Hydra Kraken Velocity,ancoragem,443643.0
2591,26,74,2023-05-03,8,657844.6,Motor De Popa Honda Torque 228Hp,propulsao,8655856.0
2592,10,106,2023-12-23,8,33325.05,Âncora Danforth Nitro Titan Vox,ancoragem,438487.0
2593,4,109,2024-10-10,10,6227.0,Cabo De Nylon Danforth Evo Aqua Mako,ancoragem,6227.0
2594,3,147,2024-06-15,1,3030.0,Corrente Danforth Force Leviathan Impulse,ancoragem,303008.0
2595,45,69,2024-05-15,5,215008.75,Motor De Popa Torqeedo Ultra Impulse 292Hp,propulsao,4526502.0
2596,36,90,2024-01-24,12,949168.0,Motor De Popa Yamaha Thrust Marlin Nexus 182Hp,propulsao,7909733.0
2597,3,72,2023-04-20,10,996646.0,Motor De Popa Volvo Hydro Dash 256Hp,propulsao,9966464.0
2598,21,116,2024-12-04,10,24467.25,Cabo De Nylon Delta Velocity Oceanic Abyss,ancoragem,257552.0
2599,35,6,2023-10-28,5,56145.95,Transponder Ais Vector,eletronicos,1182021.0
2600,25,137,2023-07-01,14,47397.0,Âncora Danforth Impulse,ancoragem,338547.0
2601,32,110,2024-01-12,1,2371.2,Corrente Bruce Current,ancoragem,249551.0
2602,35,115,2023-01-02,8,6312.75,Cabo De Nylon Delta Force Magnum Leviathan,ancoragem,83059.0
2603,7,61,2023-11-27,6,168112.0,Motor Diesel Honda Prime 84Hp,propulsao,2801863.0
2604,47,113,2024-10-07,3,13185.0,Âncora Delta Mako Ultra,ancoragem,439496.0
2605,2,123,2024-03-19,5,13190.75,Cabo De Nylon Danforth Orca Aero,ancoragem,277707.0
2606,7,100,2023-05-22,12,1192442.85,Motor Elétrico Honda Vector Abyss 220Hp,propulsao,10460024.0
2607,4,63,2023-10-02,2,279915.0,Motor Elétrico Torqeedo Ion Orca Vox 186Hp,propulsao,13995767.0
2608,11,93,2024-09-08,9,904293.0,Motor Elétrico Yamaha Flow 204Hp,propulsao,10047701.0
2609,47,16,2023-07-03,12,360072.0,Sonda Garmin Axis,eletronicos,3000599.0
2610,6,89,2024-09-17,11,822186.05,Motor Elétrico Yamaha Orca Storm Zenith 11Hp,propulsao,7867805.0
2611,23,47,2023-11-05,15,87251.8,Rádio Simrad Tidal Aqua,eletronicos,612296.0
2612,35,12,2024-04-18,14,36258.65,Gps Ais Drift Flux Vox,eletronicos,272618.0
2613,42,87,2024-05-17,12,802319.0,Motor Elétrico Volvo Boost 225Hp,propulsao,668599.0
2614,27,34,2024-02-18,8,37373.0,Transponder Ais Helix Torque,eletronicos,491753.0
2615,19,138,2024-03-01,6,25098.0,Boia De Arqueamento Delta Peak Boost Thrust,ancoragem,418305.0
2616,30,3,2024-07-07,4,36097.0,Radar Furuno Pulse Leviathan,eletronicos,902419.0
2617,21,58,2023-08-16,4,435298.0,Motor De Popa Tohatsu Ion Core Nautic 53Hp,propulsao,10882459.0
2618,42,107,2023-11-01,12,17252.95,Boia De Arqueamento Bruce Tidal Marlin,ancoragem,151338.0
2619,10,135,2023-01-04,5,8223.0,Cabo De Nylon Danforth Titan Poseidon,ancoragem,164451.0
2620,38,16,2023-02-23,3,90018.0,Sonda Garmin Axis,eletronicos,3000599.0
2621,6,128,2024-12-21,9,39763.2,Boia De Arqueamento Bruce Marlin Hydra,ancoragem,465072.0
2622,27,116,2023-03-01,11,26914.45,Cabo De Nylon Delta Velocity Oceanic Abyss,ancoragem,257552.0
2623,46,54,2024-04-21,7,808206.8,Motor De Popa Yamaha Evo Dash 155Hp,propulsao,12153482.0
2624,19,49,2024-08-01,2,25201.6,Sonda Furuno Swift,eletronicos,1326425.0
2625,34,35,2024-06-11,4,44022.0,Radar Furuno Swift,eletronicos,1100553.0
2626,45,50,2023-03-05,10,112760.0,Piloto Automático Simrad Poseidon Magnum,eletronicos,1127599.0
2627,23,27,2023-04-05,6,99069.0,Gps Garmin Vortex Maré Drift,eletronicos,1651145.0
2628,10,109,2023-12-03,10,6227.0,Cabo De Nylon Danforth Evo Aqua Mako,ancoragem,6227.0
2629,42,146,2024-05-15,4,1884.8,Corrente Delta Vox Ion,ancoragem,49598.0
2630,42,43,2023-05-18,15,526453.0,Sonda Ais Barracuda,eletronicos,3509686.0
2631,17,10,2024-07-16,13,416430.0,Piloto Automático Simrad Titan Flux Magnum,eletronicos,3203304.0
2632,24,135,2023-10-22,5,8223.0,Cabo De Nylon Danforth Titan Poseidon,ancoragem,164451.0
2633,19,94,2024-08-01,14,541986.4,Motor De Popa Volvo Magnum 276Hp,propulsao,4075084.0
2634,35,47,2024-10-16,3,17450.55,Rádio Simrad Tidal Aqua,eletronicos,612296.0
2635,21,148,2024-12-22,13,62212.0,Âncora Delta Force Barracuda Mako,ancoragem,478556.0
2636,15,78,2023-02-25,5,578367.6,Motor Elétrico Honda Mako Axis 131Hp,propulsao,12176156.0
2637,5,99,2023-06-17,8,858133.0,Motor Elétrico Honda Flux Ultra 273Hp,propulsao,10726666.0
2638,2,9,2024-12-31,6,226321.35,Transponder Ais Titan Pulse,eletronicos,397055.0
2639,20,40,2024-10-05,1,13474.8,Sonda Furuno Maré Tidal,eletronicos,1418404.0
2640,43,113,2023-10-11,6,25051.5,Âncora Delta Mako Ultra,ancoragem,439496.0
2641,4,87,2024-12-26,6,381101.05,Motor Elétrico Volvo Boost 225Hp,propulsao,668599.0
2642,36,49,2024-09-28,8,106114.0,Sonda Furuno Swift,eletronicos,1326425.0
2643,11,107,2023-01-08,6,9080.0,Boia De Arqueamento Bruce Tidal Marlin,ancoragem,151338.0
2644,32,75,2023-05-13,3,93389.75,Motor Diesel Volvo Flow Leviathan Maré 187Hp,propulsao,3276838.0
2645,25,89,2024-10-10,1,78678.0,Motor Elétrico Yamaha Orca Storm Zenith 11Hp,propulsao,7867805.0
2646,42,83,2023-08-21,6,768381.85,Motor Diesel Yanmar Dash Nitro 184Hp,propulsao,13480388.0
2647,7,69,2024-04-02,12,516021.0,Motor De Popa Torqeedo Ultra Impulse 292Hp,propulsao,4526502.0
2648,39,42,2023-05-05,8,45545.85,Transponder Lowrance Axis,eletronicos,599284.0
2649,9,26,2024-07-19,7,114932.9,Piloto Automático Furuno Core Boost Flux,eletronicos,1728318.0
2650,42,70,2024-08-06,10,326376.3,Motor Diesel Parsun Boost Helix Velocity 146Hp,propulsao,3435543.0
2651,21,74,2024-03-31,10,822306.7,Motor De Popa Honda Torque 228Hp,propulsao,8655856.0
2652,18,81,2024-05-16,15,1740615.65,Motor Elétrico Torqeedo Barracuda Magnum Helix 101Hp,propulsao,12214849.0
2653,25,83,2024-08-28,13,1664827.5,Motor Diesel Yanmar Dash Nitro 184Hp,propulsao,13480388.0
2654,42,3,2024-01-14,13,111448.3,Radar Furuno Pulse Leviathan,eletronicos,902419.0
2655,44,87,2024-07-01,12,762203.05,Motor Elétrico Volvo Boost 225Hp,propulsao,668599.0
2656,49,72,2023-02-08,1,94681.75,Motor De Popa Volvo Hydro Dash 256Hp,propulsao,9966464.0
2657,15,109,2024-12-20,13,7690.25,Cabo De Nylon Danforth Evo Aqua Mako,ancoragem,6227.0
2658,14,73,2024-07-14,6,858960.0,Motor De Popa Torqeedo Core Hydra Flux 162Hp,propulsao,14315993.0
2659,37,126,2024-02-06,14,35605.05,Corrente Danforth Hydro,ancoragem,267706.0
2660,9,35,2023-11-10,4,44022.0,Radar Furuno Swift,eletronicos,1100553.0
2661,39,105,2023-10-27,10,3095.0,Cabo De Nylon Danforth Prime,ancoragem,30954.0
2662,25,119,2024-07-04,11,35814.0,Âncora Bruce Aqua,ancoragem,325582.0
2663,2,93,2023-08-08,6,602862.0,Motor Elétrico Yamaha Flow 204Hp,propulsao,10047701.0
2664,31,117,2023-01-24,11,42876.35,Corrente Danforth Zen Abyss Axis,ancoragem,410301.0
2665,29,72,2023-08-16,14,1395305.0,Motor De Popa Volvo Hydro Dash 256Hp,propulsao,9966464.0
2666,16,15,2024-09-30,3,83699.0,Radar Garmin Tidal Thrust,eletronicos,2789976.0
2667,47,20,2023-10-25,15,462502.0,Radar Ais Marlin,eletronicos,3083344.0
2668,23,59,2023-12-20,11,958828.0,Motor Diesel Yanmar Hydro Magnum Boost 267Hp,propulsao,8716614.0
2669,19,93,2024-06-15,1,100477.0,Motor Elétrico Yamaha Flow 204Hp,propulsao,10047701.0
2670,1,62,2023-08-30,1,97110.9,Motor Diesel Yanmar Velocity 37Hp,propulsao,10222197.0
2671,25,131,2024-07-14,10,9636.0,Boia De Arqueamento Danforth Core Vortex,ancoragem,96359.0
2672,28,113,2024-07-01,14,61529.0,Âncora Delta Mako Ultra,ancoragem,439496.0
2673,15,139,2023-03-16,7,9475.3,Boia De Arqueamento Danforth Torque,ancoragem,142488.0
2674,4,39,2023-11-03,9,253360.25,Gps Furuno Vector,eletronicos,2963283.0
2675,49,85,2023-08-12,6,219898.4,Motor De Popa Parsun Impulse 162Hp,propulsao,385787.0
2676,6,69,2023-01-21,2,86003.5,Motor De Popa Torqeedo Ultra Impulse 292Hp,propulsao,4526502.0
2677,4,104,2024-08-16,1,3527.35,Cabo De Nylon Delta Zen Vortex Storm,ancoragem,371302.0
2678,16,50,2024-10-25,12,128546.4,Piloto Automático Simrad Poseidon Magnum,eletronicos,1127599.0
2679,25,29,2024-10-10,12,416217.8,Rádio Simrad Orca,eletronicos,3651034.0
2680,15,92,2024-09-18,7,590880.05,Motor Elétrico Yamaha Nautic Kraken 133Hp,propulsao,888541.0
2681,38,36,2024-09-25,9,193242.35,Radar Lowrance Aqua Pulse,eletronicos,2260139.0
2682,6,127,2023-06-14,12,18592.0,Cabo De Nylon Delta Velocity Core Mako,ancoragem,154935.0
2683,48,102,2023-10-25,4,3161.6,Cabo De Nylon Bruce Nexus,ancoragem,83202.0
2684,39,105,2024-05-29,6,1764.15,Cabo De Nylon Danforth Prime,ancoragem,30954.0
2685,36,33,2024-02-24,15,100737.0,Transponder Garmin Drift Vortex Marlin,eletronicos,671577.0
2686,49,108,2023-01-05,7,23419.0,Boia De Arqueamento Bruce Titan,ancoragem,334556.0
2687,22,52,2024-09-25,12,156226.55,Motor Diesel Honda Zen Tidal Mako 26Hp,propulsao,137041.0
2688,1,4,2023-10-31,1,3212.9,Rádio Ais Hydro Tidal Zen,eletronicos,338188.0
2689,39,128,2024-05-13,12,55809.0,Boia De Arqueamento Bruce Marlin Hydra,ancoragem,465072.0
2690,48,5,2024-02-03,3,67456.65,Piloto Automático Furuno Storm,eletronicos,2366901.0
2691,6,103,2024-10-20,2,3399.1,Âncora Delta Swift,ancoragem,178919.0
2692,5,90,2024-02-14,6,450854.8,Motor De Popa Yamaha Thrust Marlin Nexus 182Hp,propulsao,7909733.0
2693,26,82,2023-08-20,15,774511.0,Motor Elétrico Volvo Nautic Vox 118Hp,propulsao,5163404.0
2694,42,56,2023-03-06,3,128966.0,Motor Elétrico Torqeedo Velocity Swift 74Hp,propulsao,4298877.0
2695,35,107,2024-12-26,11,16647.0,Boia De Arqueamento Bruce Tidal Marlin,ancoragem,151338.0
2696,13,75,2023-02-03,5,155649.9,Motor Diesel Volvo Flow Leviathan Maré 187Hp,propulsao,3276838.0
2697,44,70,2023-04-17,14,456927.2,Motor Diesel Parsun Boost Helix Velocity 146Hp,propulsao,3435543.0
2698,37,2,2024-12-18,7,93087.65,Transponder Furuno Marlin,eletronicos,1399815.0
2699,13,41,2024-11-07,12,127200.0,Gps Simrad Flow Pulse,eletronicos,106000.0
2700,6,71,2023-03-10,3,370995.9,Motor Elétrico Torqeedo Pulse 300Hp,propulsao,13017406.0
2701,26,48,2023-12-06,7,103154.0,Gps Furuno Magnum Drift,eletronicos,1473635.0
2702,2,86,2023-02-28,14,1309324.0,Motor Diesel Volvo Helix Evo Force 144Hp,propulsao,9352313.0
2703,3,93,2023-01-20,8,763625.2,Motor Elétrico Yamaha Flow 204Hp,propulsao,10047701.0
2704,36,71,2023-05-14,7,911218.0,Motor Elétrico Torqeedo Pulse 300Hp,propulsao,13017406.0
2705,41,110,2023-05-07,9,22460.0,Corrente Bruce Current,ancoragem,249551.0
2706,18,150,2023-07-11,7,10944.0,Cabo De Nylon Danforth Magnum Vox,ancoragem,164566.0
2707,9,25,2023-01-11,13,149761.8,Rádio Lowrance Nitro Thrust Barracuda,eletronicos,1212646.0
2708,4,25,2023-12-05,7,84885.0,Rádio Lowrance Nitro Thrust Barracuda,eletronicos,1212646.0
2709,24,110,2023-04-18,3,7112.65,Corrente Bruce Current,ancoragem,249551.0
2710,14,136,2023-12-22,3,5920.0,Cabo De Nylon Bruce Flux Hydro,ancoragem,19735.0
2711,5,29,2023-03-27,10,346847.85,Rádio Simrad Orca,eletronicos,3651034.0
2712,3,1,2023-11-21,3,94399.6,Transponder Ais Maré Magnum,eletronicos,3312252.0
2713,39,13,2024-04-25,14,103036.05,Radar Simrad Boost,eletronicos,77471.0
2714,41,150,2023-02-17,9,14070.45,Cabo De Nylon Danforth Magnum Vox,ancoragem,164566.0
2716,32,8,2023-11-17,13,64794.0,Gps Ais Zen,eletronicos,498415.0
2718,6,109,2023-07-31,8,4982.0,Cabo De Nylon Danforth Evo Aqua Mako,ancoragem,6227.0
2719,24,128,2023-11-22,8,35345.7,Boia De Arqueamento Bruce Marlin Hydra,ancoragem,465072.0
2720,18,92,2023-05-16,10,844113.95,Motor Elétrico Yamaha Nautic Kraken 133Hp,propulsao,888541.0
2721,32,54,2024-10-01,10,1215348.0,Motor De Popa Yamaha Evo Dash 155Hp,propulsao,12153482.0
2722,39,71,2023-03-03,10,1236653.95,Motor Elétrico Torqeedo Pulse 300Hp,propulsao,13017406.0
2723,5,108,2024-10-28,15,50183.0,Boia De Arqueamento Bruce Titan,ancoragem,334556.0
2724,34,137,2023-12-19,5,16080.65,Âncora Danforth Impulse,ancoragem,338547.0
2725,24,65,2024-05-26,1,25558.0,Motor De Popa Torqeedo Nautic Swift 223Hp,propulsao,255577.0
2726,6,81,2024-07-01,3,348122.75,Motor Elétrico Torqeedo Barracuda Magnum Helix 101Hp,propulsao,12214849.0
2727,31,10,2024-02-07,4,128132.0,Piloto Automático Simrad Titan Flux Magnum,eletronicos,3203304.0
2728,10,89,2024-10-17,13,1022815.0,Motor Elétrico Yamaha Orca Storm Zenith 11Hp,propulsao,7867805.0
2729,45,105,2023-06-01,10,3095.0,Cabo De Nylon Danforth Prime,ancoragem,30954.0
2730,13,98,2024-07-05,2,150785.9,Motor Diesel Parsun Velocity Abyss Orca 235Hp,propulsao,7936113.0
2731,10,54,2024-08-23,3,346373.8,Motor De Popa Yamaha Evo Dash 155Hp,propulsao,12153482.0
2732,19,136,2024-02-23,8,14998.6,Cabo De Nylon Bruce Flux Hydro,ancoragem,19735.0
2733,22,94,2023-11-28,3,116140.35,Motor De Popa Volvo Magnum 276Hp,propulsao,4075084.0
2735,40,39,2023-08-04,3,88898.0,Gps Furuno Vector,eletronicos,2963283.0
2736,21,35,2024-01-17,4,44022.0,Radar Furuno Swift,eletronicos,1100553.0
2737,22,82,2024-01-10,10,516340.0,Motor Elétrico Volvo Nautic Vox 118Hp,propulsao,5163404.0
2738,48,140,2024-09-14,13,38712.5,Boia De Arqueamento Bruce Dash Titan Pulse,ancoragem,313458.0
2739,24,98,2023-04-07,4,301572.75,Motor Diesel Parsun Velocity Abyss Orca 235Hp,propulsao,7936113.0
2740,33,107,2024-05-13,13,18690.3,Boia De Arqueamento Bruce Tidal Marlin,ancoragem,151338.0
2741,44,22,2023-04-24,3,118359.0,Transponder Furuno Force Ion,eletronicos,3945286.0
2742,25,13,2024-01-31,6,46483.0,Radar Simrad Boost,eletronicos,77471.0
2743,40,130,2024-09-30,4,16576.0,Boia De Arqueamento Delta Zen Boost Vortex,ancoragem,414409.0
2744,26,73,2024-09-02,13,1768025.05,Motor De Popa Torqeedo Core Hydra Flux 162Hp,propulsao,14315993.0
2745,30,5,2023-08-20,15,337283.25,Piloto Automático Furuno Storm,eletronicos,2366901.0
2746,32,22,2024-01-21,13,487242.65,Transponder Furuno Force Ion,eletronicos,3945286.0
2747,23,33,2024-09-12,11,73873.0,Transponder Garmin Drift Vortex Marlin,eletronicos,671577.0
2748,5,58,2023-11-25,3,310150.3,Motor De Popa Tohatsu Ion Core Nautic 53Hp,propulsao,10882459.0
2749,25,135,2023-05-01,5,8223.0,Cabo De Nylon Danforth Titan Poseidon,ancoragem,164451.0
2750,37,127,2023-01-17,2,2944.05,Cabo De Nylon Delta Velocity Core Mako,ancoragem,154935.0
2751,4,112,2023-09-08,15,31078.3,Corrente Danforth Tidal,ancoragem,218095.0
2752,13,104,2023-06-21,1,3713.0,Cabo De Nylon Delta Zen Vortex Storm,ancoragem,371302.0
2753,33,78,2023-03-14,5,578367.6,Motor Elétrico Honda Mako Axis 131Hp,propulsao,12176156.0
2754,1,121,2023-04-14,2,7019.55,Âncora Danforth Oceanic Helix Flux,ancoragem,369427.0
2755,7,124,2023-07-19,9,32232.55,Corrente Delta Axis,ancoragem,376993.0
2756,6,35,2023-12-26,4,41820.9,Radar Furuno Swift,eletronicos,1100553.0
2757,28,98,2024-01-23,9,714250.0,Motor Diesel Parsun Velocity Abyss Orca 235Hp,propulsao,7936113.0
2758,5,101,2023-09-27,15,6951.0,Cabo De Nylon Delta Vortex,ancoragem,4634.0
2759,8,28,2024-10-17,10,142586.0,Piloto Automático Ais Core,eletronicos,1425856.0
2760,48,110,2024-03-13,9,22460.0,Corrente Bruce Current,ancoragem,249551.0
2761,6,35,2023-10-05,4,41820.9,Radar Furuno Swift,eletronicos,1100553.0
2762,36,90,2023-06-21,6,450854.8,Motor De Popa Yamaha Thrust Marlin Nexus 182Hp,propulsao,7909733.0
2763,17,40,2023-08-06,11,156024.0,Sonda Furuno Maré Tidal,eletronicos,1418404.0
2764,5,131,2023-09-22,8,7323.55,Boia De Arqueamento Danforth Core Vortex,ancoragem,96359.0
2765,31,35,2024-02-29,15,156828.85,Radar Furuno Swift,eletronicos,1100553.0
2766,40,80,2024-10-25,15,1938358.0,Motor De Popa Volvo Maré 69Hp,propulsao,12922384.0
2767,23,70,2023-06-13,11,359014.5,Motor Diesel Parsun Boost Helix Velocity 146Hp,propulsao,3435543.0
2768,7,62,2024-09-30,9,873998.1,Motor Diesel Yanmar Velocity 37Hp,propulsao,10222197.0
2769,24,144,2023-09-06,9,19927.0,Boia De Arqueamento Bruce Barracuda,ancoragem,221414.0
2770,20,139,2024-09-11,13,17596.85,Boia De Arqueamento Danforth Torque,ancoragem,142488.0
2771,13,89,2023-04-21,15,1121162.45,Motor Elétrico Yamaha Orca Storm Zenith 11Hp,propulsao,7867805.0
2772,19,85,2024-03-22,10,385787.0,Motor De Popa Parsun Impulse 162Hp,propulsao,385787.0
2773,4,127,2023-09-15,14,21691.0,Cabo De Nylon Delta Velocity Core Mako,ancoragem,154935.0
2774,30,49,2024-05-18,7,88207.5,Sonda Furuno Swift,eletronicos,1326425.0
2775,47,79,2023-04-18,12,793762.0,Motor Diesel Tohatsu Zenith 60Hp,propulsao,6614685.0
2776,4,27,2024-06-05,8,125487.4,Gps Garmin Vortex Maré Drift,eletronicos,1651145.0
2777,21,104,2024-08-01,1,3713.0,Cabo De Nylon Delta Zen Vortex Storm,ancoragem,371302.0
2778,42,114,2024-10-30,10,7993.0,Boia De Arqueamento Danforth Tidal Zen Swift,ancoragem,79929.0
2779,38,30,2023-09-12,9,290231.0,Transponder Ais Boost,eletronicos,3224787.0
2780,42,98,2024-08-02,8,634889.0,Motor Diesel Parsun Velocity Abyss Orca 235Hp,propulsao,7936113.0
2781,9,62,2024-06-28,10,1022220.0,Motor Diesel Yanmar Velocity 37Hp,propulsao,10222197.0
2782,35,65,2024-01-08,2,51115.0,Motor De Popa Torqeedo Nautic Swift 223Hp,propulsao,255577.0
2783,42,69,2023-05-25,6,271590.0,Motor De Popa Torqeedo Ultra Impulse 292Hp,propulsao,4526502.0
2784,14,105,2023-08-16,10,3095.0,Cabo De Nylon Danforth Prime,ancoragem,30954.0
2785,43,131,2024-09-01,2,1830.65,Boia De Arqueamento Danforth Core Vortex,ancoragem,96359.0
2786,31,32,2023-10-14,2,25005.0,Sonda Ais Impulse Oceanic Zenith,eletronicos,1250246.0
2787,28,44,2024-01-08,2,21614.0,Gps Simrad Zen Hydra Peak,eletronicos,1080684.0
2788,6,96,2024-09-12,12,847450.0,Motor De Popa Tohatsu Boost Swift 126Hp,propulsao,7062084.0
2789,40,54,2024-01-21,11,1270038.85,Motor De Popa Yamaha Evo Dash 155Hp,propulsao,12153482.0
2790,2,135,2023-02-25,1,1645.0,Cabo De Nylon Danforth Titan Poseidon,ancoragem,164451.0
2791,5,50,2024-01-19,4,42848.8,Piloto Automático Simrad Poseidon Magnum,eletronicos,1127599.0
2792,1,81,2024-01-25,13,1508533.5,Motor Elétrico Torqeedo Barracuda Magnum Helix 101Hp,propulsao,12214849.0
2793,11,32,2023-11-04,13,154405.4,Sonda Ais Impulse Oceanic Zenith,eletronicos,1250246.0
2794,9,139,2023-04-25,3,4061.25,Boia De Arqueamento Danforth Torque,ancoragem,142488.0
2795,28,8,2024-06-26,1,4734.8,Gps Ais Zen,eletronicos,498415.0
2796,6,11,2024-08-31,13,471015.0,Gps Furuno Swift Leviathan Poseidon,eletronicos,3623191.0
2797,42,146,2023-08-31,13,6125.6,Corrente Delta Vox Ion,ancoragem,49598.0
2798,8,23,2024-07-06,5,55893.0,Piloto Automático Furuno Torque Peak,eletronicos,1117863.0
2799,33,52,2024-03-23,1,13018.8,Motor Diesel Honda Zen Tidal Mako 26Hp,propulsao,137041.0
2800,37,126,2024-08-16,5,12715.75,Corrente Danforth Hydro,ancoragem,267706.0
2801,48,101,2024-08-24,8,3521.65,Cabo De Nylon Delta Vortex,ancoragem,4634.0
2802,31,133,2023-08-18,8,14384.9,Âncora Bruce Core Pulse,ancoragem,189272.0
2803,39,122,2024-08-22,1,1255.9,Corrente Danforth Zenith Oceanic Torque,ancoragem,132247.0
2804,6,93,2023-12-07,4,401908.0,Motor Elétrico Yamaha Flow 204Hp,propulsao,10047701.0
2805,15,93,2024-04-18,8,803816.0,Motor Elétrico Yamaha Flow 204Hp,propulsao,10047701.0
2806,44,20,2024-02-12,7,205042.3,Radar Ais Marlin,eletronicos,3083344.0
2807,25,67,2024-01-18,15,1222494.2,Motor De Popa Yamaha Mako 108Hp,propulsao,8578905.0
2808,2,97,2024-09-07,5,642841.25,Motor De Popa Tohatsu Evo 168Hp,propulsao,13533507.0
2809,12,36,2023-05-29,2,42942.85,Radar Lowrance Aqua Pulse,eletronicos,2260139.0
2810,45,94,2023-11-13,13,529761.0,Motor De Popa Volvo Magnum 276Hp,propulsao,4075084.0
2811,8,41,2024-10-31,4,40280.0,Gps Simrad Flow Pulse,eletronicos,106000.0
2812,31,44,2024-11-11,11,112931.25,Gps Simrad Zen Hydra Peak,eletronicos,1080684.0
2813,46,26,2023-06-26,14,229866.75,Piloto Automático Furuno Core Boost Flux,eletronicos,1728318.0
2814,8,135,2024-07-03,8,12498.2,Cabo De Nylon Danforth Titan Poseidon,ancoragem,164451.0
2815,27,137,2023-04-22,14,45027.15,Âncora Danforth Impulse,ancoragem,338547.0
2816,2,63,2024-02-27,13,1728477.5,Motor Elétrico Torqeedo Ion Orca Vox 186Hp,propulsao,13995767.0
